published_at,comment_text,label,cleaned_text,normalized_comment,cleaned_text2,no_stopwords,stemmed_text,no_stopwords2,tokenize_text
2025-05-05 19:28:53,"Kedepan Untuk mengajari siswa home industri kebutuhan modern,sperti lampu,radio,speaker,hingga tv...stiap nama kampung jadi nama pabrik..karna dulu pun jg sperti itu,stiap nama kampung pasti terkenal pembuat produk tertentu",2,kedepan untuk mengajari siswa home industri kebutuhan modernsperti lampuradiospeakerhingga tvstiap nama kampung jadi nama pabrikkarna dulu pun jg sperti itustiap nama kampung pasti terkenal pembuat produk tertentu,kedepan untuk mengajari siswa home industri kebutuhan modern seperti lampu radio speaker hingga tvstiap nama kampung jadi nama pabrik karena dahulu pun juga sperti itu setiap nama kampung pasti terkenal pembuat produk tertentu,kedepan untuk mengajari siswa home industri kebutuhan modern seperti lampu radio speaker hingga tvstiap nama kampung jadi nama pabrik karena dahulu pun juga sperti itu setiap nama kampung pasti terkenal pembuat produk tertentu,kedepan mengajari home industri kebutuhan modern lampu radio speaker tvstiap nama kampung nama pabrik sperti nama kampung terkenal pembuat produk,depan ajar home industri butuh modern lampu radio speaker tvstiap nama kampung nama pabrik sperti nama kampung kenal buat produk,home industri butuh modern lampu radio speaker tvstiap kampung pabrik sperti kampung kenal produk,"['home', 'industri', 'butuh', 'modern', 'lampu', 'radio', 'speaker', 'tvstiap', 'kampung', 'pabrik', 'sperti', 'kampung', 'kenal', 'produk']"
2025-05-05 13:57:02,Saya gk setuju klo wajib militer 😂,3,saya gk setuju klo wajib militer,saya tidak setuju kalau wajib militer,saya tidak setuju kalau wajib militer,setuju wajib,tuju wajib,,[]
2025-05-05 08:25:12,Jadi anak nakal ah😁😁,2,jadi anak nakal ah,jadi anak nakal ah,jadi anak nakal ah,,,,[]
2025-05-05 08:04:01,Baelah yg GK suka mh   Maju terus dedi mulyadi,1,baelah yg gk suka mh maju terus dedi mulyadi,baiklah yang tidak suka mh maju terus dedi mulyadi,baiklah yang tidak suka mh maju terus dedi mulyadi,baiklah suka mh maju,baik suka mh maju,suka mh maju,"['suka', 'mh', 'maju']"
2025-05-19 04:43:09,Mantap bangettt dedi mulyadi waaoooww jadilah pasukan Pajajaran waaoooww bangkitlah Jawa Barat hususnya,1,mantap bangettt dedi mulyadi waaoooww jadilah pasukan pajajaran waaoooww bangkitlah jawa barat hususnya,mantap bangettt dedi mulyadi waaoooww jadilah pasukan pajajaran waaoooww bangkitlah jawa barat hususnya,mantap bangettt dedi mulyadi waaoooww jadilah pasukan pajajaran waaoooww bangkitlah jawa barat hususnya,mantap bangettt waaoooww pasukan pajajaran waaoooww bangkitlah hususnya,mantap bangettt waaoooww pasu pajajaran waaoooww bangkit hususnya,mantap bangettt waaoooww pasu pajajaran waaoooww bangkit hususnya,"['mantap', 'bangettt', 'waaoooww', 'pasu', 'pajajaran', 'waaoooww', 'bangkit', 'hususnya']"
2025-05-16 11:40:52,anak cewek boleh ikut tidak bapak dedi,1,anak cewek boleh ikut tidak bapak dedi,anak cewek boleh ikut tidak bapak dedi,anak cewek boleh ikut tidak bapak dedi,cewek,cewek,cewek,['cewek']
2025-05-14 10:32:29,Setelah 6 bulan mereka menyandang gelar atau sertifikat apa ya Mulyadi horasss,1,setelah bulan mereka menyandang gelar atau sertifikat apa ya mulyadi horasss,setelah bulan mereka menyandang gelar atau sertifikat apa iya mulyadi horasss,setelah bulan mereka menyandang gelar atau sertifikat apa iya mulyadi horasss,menyandang gelar sertifikat horasss,sandang gelar sertifikat horasss,sandang gelar sertifikat horasss,"['sandang', 'gelar', 'sertifikat', 'horasss']"
2025-05-14 06:34:15,Banyak yg ga setuju tapi kalau mereka di tanya apa kemau an masing masing baru jelas kalau mereka suka kelahi masukkan ke sasaba tintu atau sejenisnya kakaumereka maunya balap liar dibina menjadi pembalap bukan jadi wamil banyak gasuka jadi tentara ataupun polisi dedimul jangan kehendak sese orang yg kita ikutkan yg sementara pasti ada maksud TERTENTu spya piral nampaknya Dedi ini mau jadi presiden apa ataujdi gubernur sekalilagi ya jangan paksakan kehendak mu MULIADi HORASssss syalom,3,banyak yg ga setuju tapi kalau mereka di tanya apa kemau an masing masing baru jelas kalau mereka suka kelahi masukkan ke sasaba tintu atau sejenisnya kakaumereka maunya balap liar dibina menjadi pembalap bukan jadi wamil banyak gasuka jadi tentara ataupun polisi dedimul jangan kehendak sese orang yg kita ikutkan yg sementara pasti ada maksud tertentu spya piral nampaknya dedi ini mau jadi presiden apa ataujdi gubernur sekalilagi ya jangan paksakan kehendak mu muliadi horasssss syalom,banyak yang tidak setuju tapi kalau mereka di tanya apa kemau an masing masing baru jelas kalau mereka suka berantem masukkan kah tempat tinju atau sejenisnya kalau mereka maunya balap liar dibina menjadi pembalap bukan jadi wajib militer banyak gasuka jadi tentara ataupun polisi dedi mulyadi jangan kehendak sese orang yang kita ikutkan yang sementara pasti ada maksud tertentu supaya viral nampaknya dedi ini mau jadi presiden apa atau jadi gubernur sekali lagi iya jangan paksakan kehendak mu muliadi horasssss syalom,banyak yang tidak setuju tapi kalau mereka di tanya apa kemau an masing masing baru jelas kalau mereka suka berantem masukkan kah tempat tinju atau sejenisnya kalau mereka maunya balap liar dibina menjadi pembalap bukan jadi wajib militer banyak gasuka jadi tentara ataupun polisi dedi mulyadi jangan kehendak sese orang yang kita ikutkan yang sementara pasti ada maksud tertentu supaya viral nampaknya dedi ini mau jadi presiden apa atau jadi gubernur sekali lagi iya jangan paksakan kehendak mu muliadi horasssss syalom,setuju kemau an suka berantem masukkan tinju sejenisnya maunya balap liar dibina pembalap wajib gasuka tentara polisi kehendak sese ikutkan maksud viral nampaknya paksakan kehendak mu muliadi horasssss syalom,tuju mau an suka antem masuk tinju jenis mau balap liar bina balap wajib gasuka tentara polisi hendak sese ikut maksud viral nampaknya paksa hendak mu muliadi horasssss syalom,an suka tinju jenis balap liar balap gasuka polisi sese maksud viral nampaknya paksa muliadi horasssss syalom,"['an', 'suka', 'tinju', 'jenis', 'balap', 'liar', 'balap', 'gasuka', 'polisi', 'sese', 'maksud', 'viral', 'nampaknya', 'paksa', 'muliadi', 'horasssss', 'syalom']"
2025-05-10 09:16:20,"Bayangin pak pelatihnya mau ngajarin ilmu Laduni, tapi ternyata peserta wamilnya anak2 Muay Thai Jaksel - Depok semua, auto di-bully di-mythbusting ala Xu Xiaodong - Pesulap Merah &amp; McDojoLife🤣  Plis deh klo mau ngadain wamil tolong instruktur2nya cari yg otaknya pinter, jangan sampai ntar di lapangan dipermalukan sama anak2 Jaksel nanti🤣🤣",2,bayangin pak pelatihnya mau ngajarin ilmu laduni tapi ternyata peserta wamilnya anak muay thai jaksel depok semua auto dibully dimythbusting ala xu xiaodong pesulap merah amp mcdojolife plis deh klo mau ngadain wamil tolong instrukturnya cari yg otaknya pinter jangan sampai ntar di lapangan dipermalukan sama anak jaksel nanti,bayangin pak pelatihnya mau ngajarin ilmu laduni tapi ternyata peserta wamilnya anak muay thai jakarta selatan depok semua auto dibully dimythbusting ala xu xiaodong pesulap merah amp mcdojolife plis deh kalau mau ngadain wajib militer tolong instrukturnya cari yang otaknya pinter jangan sampai sebentar di lapangan dipermalukan sama anak jakarta selatan nanti,bayangin pak pelatihnya mau ngajarin ilmu laduni tapi ternyata peserta wamilnya anak muay thai jakarta selatan depok semua auto dibully dimythbusting ala xu xiaodong pesulap merah amp mcdojolife plis deh kalau mau ngadain wajib militer tolong instrukturnya cari yang otaknya pinter jangan sampai sebentar di lapangan dipermalukan sama anak jakarta selatan nanti,bayangin pelatihnya ngajarin ilmu laduni peserta wamilnya muay thai jakarta selatan depok auto dibully dimythbusting ala xu xiaodong pesulap merah amp mcdojolife plis ngadain wajib instrukturnya cari otaknya pinter sebentar lapangan dipermalukan jakarta selatan,bayangin latih ngajarin ilmu laduni serta wamilnya muay thai jakarta selatan depok auto dibully dimythbusting ala xu xiaodong sulap merah amp mcdojolife plis ngadain wajib instruktur cari otak pinter sebentar lapang malu jakarta selatan,bayangin latih ngajarin ilmu laduni wamilnya muay thai selatan depok auto dibully dimythbusting xu xiaodong sulap merah mcdojolife plis ngadain instruktur pinter sebentar lapang selatan,"['bayangin', 'latih', 'ngajarin', 'ilmu', 'laduni', 'wamilnya', 'muay', 'thai', 'selatan', 'depok', 'auto', 'dibully', 'dimythbusting', 'xu', 'xiaodong', 'sulap', 'merah', 'mcdojolife', 'plis', 'ngadain', 'instruktur', 'pinter', 'sebentar', 'lapang', 'selatan']"
2025-05-06 11:45:26,sekalian murid-murid yang berpotensi menjadi LGBT di ambil juga masukin barak militer.,1,sekalian muridmurid yang berpotensi menjadi lgbt di ambil juga masukin barak militer,sekalian muridmurid yang berpotensi menjadi lgbt di ambil juga masukkan barak militer,sekalian muridmurid yang berpotensi menjadi lgbt di ambil juga masukkan barak militer,muridmurid berpotensi lgbt masukkan,muridmurid potensi lgbt masuk,muridmurid potensi lgbt,"['muridmurid', 'potensi', 'lgbt']"
2025-05-04 02:53:55,Yakin jabar keren,1,yakin jabar keren,yakin jawa barat keren,yakin jawa barat keren,keren,keren,keren,['keren']
2025-05-03 10:09:48,Mantap dedi mulyadi,1,mantap dedi mulyadi,mantap dedi mulyadi,mantap dedi mulyadi,mantap,mantap,mantap,['mantap']
2025-05-03 00:31:48,Ide bagus,1,ide bagus,ide bagus,ide bagus,ide bagus,ide bagus,bagus,['bagus']
2025-05-02 02:28:10,"Sy sebagai orgtua yg punya anak usia sma, merasa reug² mendengarnya juga, jadi sebagai orgtua pokus usaha",1,sy sebagai orgtua yg punya anak usia sma merasa reug mendengarnya juga jadi sebagai orgtua pokus usaha,saya sebagai orgtua yang punya anak usia sama merasa reug mendengarnya juga jadi sebagai orgtua pokus usaha,saya sebagai orgtua yang punya anak usia sama merasa reug mendengarnya juga jadi sebagai orgtua pokus usaha,orgtua usia reug mendengarnya orgtua pokus usaha,orgtua usia reug dengar orgtua pokus usaha,orgtua usia reug dengar orgtua pokus usaha,"['orgtua', 'usia', 'reug', 'dengar', 'orgtua', 'pokus', 'usaha']"
2025-05-27 04:28:25,Mantap luar biasa tetap semangat,1,mantap luar biasa tetap semangat,mantap luar biasa tetap semangat,mantap luar biasa tetap semangat,mantap semangat,mantap semangat,mantap semangat,"['mantap', 'semangat']"
2025-05-27 01:07:39,"Setidaknya ada aksi nyata menangani kenakalan remaja, selama ini hanya penyuluhan dan pendampingan ntr benar apa kata KPAI 😂😂😂",1,setidaknya ada aksi nyata menangani kenakalan remaja selama ini hanya penyuluhan dan pendampingan ntr benar apa kata kpai,setidaknya ada aksi nyata menangani kenakalan remaja selama ini hanya penyuluhan dan pendampingan ntr benar apa kata komisi perlindungan anak indonesia,setidaknya ada aksi nyata menangani kenakalan remaja selama ini hanya penyuluhan dan pendampingan ntr benar apa kata komisi perlindungan anak indonesia,aksi nyata menangani kenakalan remaja penyuluhan pendampingan ntr komisi perlindungan,aksi nyata tangan nakal remaja suluh damping ntr komisi lindung,aksi tangan suluh damping ntr,"['aksi', 'tangan', 'suluh', 'damping', 'ntr']"
2025-05-26 23:47:30,Ga usah pake ditinjau2 ulang segala....yg berperan yg hrs mikir,1,ga usah pake ditinjau ulang segalayg berperan yg hrs mikir,tidak perlu pakai ditinjau ulang segalayg berperan yang harus mikir,tidak perlu pakai ditinjau ulang segalayg berperan yang harus mikir,ditinjau ulang segalayg berperan mikir,tinjau ulang segalayg peran mikir,tinjau ulang segalayg peran mikir,"['tinjau', 'ulang', 'segalayg', 'peran', 'mikir']"
2025-05-26 23:44:52,Ya kali anak yg bisa mikir pasti bisa berubah...waktu sebentar mau pun lama tergantung didikan ortu jg kan jadi jangan protes aja lakukan sesuatu,2,ya kali anak yg bisa mikir pasti bisa berubahwaktu sebentar mau pun lama tergantung didikan ortu jg kan jadi jangan protes aja lakukan sesuatu,iya kali anak yang bisa mikir pasti bisa berubahwaktu sebentar mau pun lama tergantung didikan orang tua juga akan jadi jangan protes saja lakukan sesuatu,iya kali anak yang bisa mikir pasti bisa berubahwaktu sebentar mau pun lama tergantung didikan orang tua juga akan jadi jangan protes saja lakukan sesuatu,kali mikir berubahwaktu sebentar tergantung didikan protes lakukan,kali mikir berubahwaktu sebentar gantung dik protes laku,mikir berubahwaktu sebentar gantung dik protes laku,"['mikir', 'berubahwaktu', 'sebentar', 'gantung', 'dik', 'protes', 'laku']"
2025-05-26 21:43:32,Belum2 sdh pesimis min .. kritik boleh demi perbaikan kedepannya .. lihat dulu hasilnya nanti .. jangan berprasangka buruk .. jangan2 loe anthek asing yg tdk senang generasi muda indonesia lebih baik .. seperti belanda inggris amerika sang imperialis kolonialis model baru,2,belum sdh pesimis min kritik boleh demi perbaikan kedepannya lihat dulu hasilnya nanti jangan berprasangka buruk jangan loe anthek asing yg tdk senang generasi muda indonesia lebih baik seperti belanda inggris amerika sang imperialis kolonialis model baru,belum sudah pesimis min kritik boleh demi perbaikan kedepannya lihat dahulu hasilnya nanti jangan berprasangka buruk jangan kamu anthek asing yang tidak senang generasi muda indonesia lebih baik seperti belanda inggris amerika sang imperialis kolonialis model baru,belum sudah pesimis min kritik boleh demi perbaikan kedepannya lihat dahulu hasilnya nanti jangan berprasangka buruk jangan kamu anthek asing yang tidak senang generasi muda indonesia lebih baik seperti belanda inggris amerika sang imperialis kolonialis model baru,pesimis min kritik perbaikan kedepannya hasilnya berprasangka buruk anthek asing senang generasi muda belanda inggris amerika sang imperialis kolonialis model,pesimis min kritik baik depan hasil prasangka buruk anthek asing senang generasi muda belanda inggris amerika sang imperialis kolonialis model,pesimis min kritik prasangka buruk anthek asing senang belanda inggris amerika sang imperialis kolonialis model,"['pesimis', 'min', 'kritik', 'prasangka', 'buruk', 'anthek', 'asing', 'senang', 'belanda', 'inggris', 'amerika', 'sang', 'imperialis', 'kolonialis', 'model']"
2025-05-26 20:45:38,"Semoga jadi orang yg  ada manfaatnya untuk orang lain,,,,dan pasti kelak akan dapat balasan lebih baik juga,",1,semoga jadi orang yg ada manfaatnya untuk orang laindan pasti kelak akan dapat balasan lebih baik juga,semoga jadi orang yang ada manfaatnya untuk orang laindan pasti kelak akan dapat balasan lebih baik juga,semoga jadi orang yang ada manfaatnya untuk orang laindan pasti kelak akan dapat balasan lebih baik juga,semoga manfaatnya laindan kelak balasan,moga manfaat laindan kelak balas,manfaat laindan kelak balas,"['manfaat', 'laindan', 'kelak', 'balas']"
2025-05-26 17:10:31,Semua pd comment... ini kurang bagus...  Ini kurang itu dsb...  Selama ini apa ada yg perhatian trhdp mereka...  Klu cumn comment aja semua bisa...  Lnjt kn mang Dedi..  Arek Suroboyo mendukungmu....  💪💪💪,1,semua pd comment ini kurang bagus ini kurang itu dsb selama ini apa ada yg perhatian trhdp mereka klu cumn comment aja semua bisa lnjt kn mang dedi arek suroboyo mendukungmu,semua pada komentar ini kurang bagus ini kurang itu dan sebagainya selama ini apa ada yang perhatian terhadap mereka kalau cuman komentar saja semua bisa lnjt kan mang dedi warga surabaya mendukungmu,semua pada komentar ini kurang bagus ini kurang itu dan sebagainya selama ini apa ada yang perhatian terhadap mereka kalau cuman komentar saja semua bisa lnjt kan mang dedi warga surabaya mendukungmu,komentar bagus perhatian komentar lnjt mang warga surabaya mendukungmu,komentar bagus perhati komentar lnjt mang warga surabaya dukung,bagus perhati lnjt mang surabaya,"['bagus', 'perhati', 'lnjt', 'mang', 'surabaya']"
2025-05-26 11:32:51,"Program yang sangat bagus dalam membentuk moralitas,ideologi dan rasa patriot...lanjutkan dedi mulyadi 😊",1,program yang sangat bagus dalam membentuk moralitasideologi dan rasa patriotlanjutkan dedi mulyadi,program yang sangat bagus dalam membentuk moralitas ideologi dan rasa patriot lanjutkan dedi mulyadi,program yang sangat bagus dalam membentuk moralitas ideologi dan rasa patriot lanjutkan dedi mulyadi,bagus membentuk moralitas ideologi patriot lanjutkan,bagus bentuk moralitas ideologi patriot lanjut,bagus bentuk moralitas ideologi patriot,"['bagus', 'bentuk', 'moralitas', 'ideologi', 'patriot']"
2025-05-25 15:49:54,Mantap bapak dedi mulyadi 👍👍👍👍👍👍👍👍👍👍,1,mantap bapak dedi mulyadi,mantap bapak dedi mulyadi,mantap bapak dedi mulyadi,mantap,mantap,mantap,['mantap']
2025-05-25 15:37:58,"Kalian instansi yg menolak program dedi mulyadi,,fokus aja malingin duit rakyat mumpung masih mumpung,jngan banyak komentar,,jijik kami dengarnya....taukan JIJIk.",1,kalian instansi yg menolak program dedi mulyadifokus aja malingin duit rakyat mumpung masih mumpungjngan banyak komentarjijik kami dengarnyataukan jijik,kalian instansi yang tolak program dedi mulyadi fokus saja mengambil uang rakyat selagi ada kesempatan masih jangan banyak komentar kami dengarnya jijik,kalian instansi yang tolak program dedi mulyadi fokus saja mengambil uang rakyat selagi ada kesempatan masih jangan banyak komentar kami dengarnya jijik,instansi tolak fokus mengambil uang rakyat selagi kesempatan komentar dengarnya jijik,instansi tolak fokus ambil uang rakyat selagi sempat komentar dengar jijik,instansi tolak fokus selagi dengar jijik,"['instansi', 'tolak', 'fokus', 'selagi', 'dengar', 'jijik']"
2025-05-25 08:04:46,Itu gebrakan pak dedi mulyadu setidaknya para gubernur di Indonesia dapat menunjukan kebijakan yang positif bangsa masyarakatnya,2,itu gebrakan pak dedi mulyadu setidaknya para gubernur di indonesia dapat menunjukan kebijakan yang positif bangsa masyarakatnya,itu gebrakan pak dedi mulyadi setidaknya para gubernur di indonesia dapat menunjukan kebijakan yang positif bangsa masyarakatnya,itu gebrakan pak dedi mulyadi setidaknya para gubernur di indonesia dapat menunjukan kebijakan yang positif bangsa masyarakatnya,gebrakan menunjukan kebijakan positif masyarakatnya,gebrak tunjuk bijak positif masyarakat,gebrak bijak positif,"['gebrak', 'bijak', 'positif']"
